key1,key2,DEFINED_FOR_INTENSITY_MEASURE_COMPONENT,DEFINED_FOR_INTENSITY_MEASURE_TYPES,DEFINED_FOR_REFERENCE_VELOCITY,DEFINED_FOR_STANDARD_DEVIATION_TYPES,DEFINED_FOR_TECTONIC_REGION_TYPE,REQUIRES_ATTRIBUTES,REQUIRES_DISTANCES,REQUIRES_RUPTURE_PARAMETERS,REQUIRES_SITES_PARAMETERS,__doc__,__init__,DEFINED_FOR_REFERENCE_VELOCITy,REQUIRES_IMTS
openquake.hazardlib.gsim.campbell_bozorgnia_2014,CampbellBozorgnia2014,Average Horizontal (RotD50),"['SA', 'CAV', 'IA', 'PGA', 'PGV']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['hypo_depth', 'mag', 'rake', 'ztor', 'width', 'dip']","['z2pt5', 'vs30']","
    Implements NGA-West 2 GMPE developed by Kenneth W. Campbell and Yousef
    Bozorgnia, published as ""NGA-West2 Ground Motion Model for the Average
    Horizontal Components of PGA, PGV, and 5 % Damped Linear Acceleration
    Response Spectra"" (2014, Earthquake Spectra, Volume 30, Number 3,
    pages 1087 - 1115).
    ","{'self': None, 'coeffs': {}, 'SJ': False, 'sigma_mu_epsilon': 0.0, 'estimate_ztor': False, 'estimate_width': False, 'estimate_hypo_depth': False, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.campbell_bozorgnia_2014,CampbellBozorgnia2019,Average Horizontal,"['SA', 'CAV', 'IA', 'PGA', 'PGV']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['hypo_depth', 'mag', 'rake', 'ztor', 'width', 'dip']","['z2pt5', 'vs30']",,"{'self': None, 'coeffs': {}, 'SJ': False, 'sigma_mu_epsilon': 0.0, 'estimate_ztor': False, 'estimate_width': False, 'estimate_hypo_depth': False, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Carlo Cauzzi et al (2014) and published
    as C.Cauzzi, E. Faccioli, M. Vanini and A. Bianchini (2014) ""Updated
    predictive equations for broadband (0.0 - 10.0 s) horizontal response
    spectra and peak ground motions, based on a global dataset of digital
    acceleration records"", Bulletin of Earthquake Engineering, In Press

    Spectral acceleration (SA) values are obtained from displacement response
    spectrum  (DSR) values (as provided by the original equations) using the
    following formula ::

        SA = DSR * (2 * π / T) ** 2
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014Eurocode8,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implemements the Cauzzi et al. (2014) GMPE for the case in which
    the Eurocode 8 site classification is preferred
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014Eurocode8NoSOF,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],['mag'],['vs30'],"
    Implemements the Cauzzi et al. (2014) GMPE for the case in which
    the Eurocode 8 site classification is preferred and style of faulting
    is not specified.
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014Eurocode8scaled,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Carlo Cauzzi et al (2014) and published
    as C.Cauzzi, E. Faccioli, M. Vanini and A. Bianchini (2014) ""Updated
    predictive equations for broadband (0.0 - 10.0 s) horizontal response
    spectra and peak ground motions, based on a global dataset of digital
    acceleration records"", Bulletin of Earthquake Engineering, In Press

    Spectral acceleration (SA) values are obtained from displacement response
    spectrum  (DSR) values (as provided by the original equations) using the
    following formula ::

        SA = DSR * (2 * π / T) ** 2
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014FixedVs30,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements the Cauzzi et al (2014) model for the case in which
    the reference Vs30 in the site amplification term is fixed at 800 m/s
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014FixedVs30NoSOF,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],['mag'],['vs30'],"
    Implements the Cauzzi et al (2014) model for the case in which
    the reference Vs30 in the site amplification term is fixed at 800 m/s
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014NoSOF,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],['mag'],['vs30'],"
    Returns the Cauzzi et al (GMPE) for the case when no style-of-faulting is
    input. This modifies both the expected ground motion as well as the
    inter-event (and thus total) standard deviations.
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_2014,CauzziEtAl2014RhypoGermany,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rhypo', 'rrup']","['rake', 'mag', 'width']",['vs30'],"
    Implements the Cauzzi et al. (2015) GMPE applying the rhypo to rrup
    adjustment factor adopted for Germany
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.cauzzi_faccioli_2008,CauzziFaccioli2008,Average Horizontal,"['PGV', 'PGA', 'SA']",1000.0,['Total'],Active Shallow Crust,[],['rhypo'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Carlo Cauzzi and Ezio Faccioli and published
    as ""Broadband (0.05 to 20s) prediction of displacement response spectra
    based on worldwide digital records"" (Journal of Seismology, 2008, volume
    12, pages 453-475).
    This class implements the prediction equations for horizontal peak ground
    acceleration, peak ground velocity and 5%-damped spectral acceleration
    (equation 2, page 462, plus faulting style term as given in equation 5,
    page 465). Coefficients for PGV are not present in the original paper but
    were developed for the SHARE (http://www.share-eu.org/) project.
    Hypocentral distances are clipped at 15 km (as for Faccioli's personal
    communication).
    Spectral acceleration (SA) values are obtained from displacement response
    spectrum  (DSR) values (as provided by the original equations) using the
    following formula ::

        SA = DSR * (2 * π / T) ** 2
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.cauzzi_faccioli_2008,FaccioliEtAl2010,Average Horizontal,"['SA', 'PGA']",1000.0,['Total'],Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Ezio Faccioli, Aldo Bianchini and Manuela
    Villani and published as ""New ground motion prediction equations for T>1 s
    and their influence on seismic hazard assessment"" (Proceedings of the
    University of Tokyo Symposium on Long-Period Ground Motion and Urban
    Disaster Mitigation, March 17-18, 2010).
    This class implements the prediction equations for horizontal peak ground
    acceleration, and 5%-damped spectral acceleration - equation 2 page 2,
    plus site and faulting style terms (equations 3 and 5, page 3).
    Spectral acceleration (SA) values are obtained from displacement response
    spectrum  (DSR) values (as provided by the original equations) using the
    following formula::

        SA = DSR * (2 * π / T) ** 2

    This class extends :class:
    `~openquake.hazardlib.gsim.cauzzi_faccioli_2008.CauzziFaccioli2008`
    because the functional form is almost identical - the only
    difference is in the third term which rather then using
    hypocentral distance, uses closest distance to the rupture and
    additionaly considers a magnitude dependence.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.chao_2020,ChaoEtAl2020Asc,Average Horizontal,"['PGV', 'PGD', 'PGA', 'SA']",1180.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,"['aftershocks', 'manila', 'geology']",['rrup'],"['rake', 'ztor', 'mag']","['vs30', 'vs30measured', 'z1pt0']","
    Chao et al. (2020) for Crustal.
    ","{'self': None, 'manila': False, 'aftershocks': False, 'geology': True}",,
openquake.hazardlib.gsim.chiou_youngs_2008,ChiouYoungs2008,Average Horizontal (GMRotI50),"['PGV', 'PGA', 'SA']",1130.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['vs30', 'vs30measured', 'z1pt0']","
    Implements GMPE developed by Brian S.-J. Chiou and Robert R. Youngs
    and published as ""An NGA Model for the Average Horizontal Component
    of Peak Ground Motion and Response Spectra"" (2008, Earthquake Spectra,
    Volume 24, No. 1, pages 173-215).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.chiou_youngs_2014,ChiouYoungs2014,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",1130.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['vs30', 'vs30measured', 'z1pt0']","
    Implements GMPE developed by Brian S.-J. Chiou and Robert R. Youngs.

    Chiou, B. S.-J. and Youngs, R. R. (2014), ""Update of the Chiou and Youngs
    NGA Model for the Average Horizontal Component of Peak Ground Motion and
    Response Spectra, Earthquake Spectra, 30(3), 1117 - 1153,
    DOI: 10.1193/072813EQS219M
    
    :param sigma_mu_epsilon:
        Epsilon for the statistical uncertainty term.
    :param use_hw:
        Bool which if true turns on the hanging-wall effect.
    :poram add_delta_c1:
        Long-period adjustment parameter as described in Boore et al. (2022)
        backbone paper.
    :param alpha_nm:
        Style-of-faulting correction for normal-faulting as described in Boore
        et al. (2022) backbone paper. This correction is magnitude independent.
    :param stress_par_host:
        Stress parameter for the host-region in bars. Used in Boore et al.
        (2022) backbone methodology.
    :param stress_par_target:
        Stress parameter for the target-region in bars. Used in Boore et
        al. (2022) backbone methodology.
    :param delta_gamma_tab:
        Filename containing path adjustments as described in Boore et al.
        (2022) backbone paper.
    ","{'self': None, 'region': 'CAL', 'sigma_mu_epsilon': 0.0, 'use_hw': True, 'add_delta_c1': False, 'alpha_nm': 1.0, 'stress_par_host': None, 'stress_par_target': None, 'delta_gamma_tab': None, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.chiou_youngs_2014,ChiouYoungs2014ACME2019,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",1130.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['vs30', 'vs30measured', 'z1pt0']","
    Implements a modified version of the CY2014 GMM. Main changes:
    - Hanging wall term excluded
    - Centered Ztor = 0
    - Centered Dpp = 0
    ","{'self': None, 'region': 'CAL', 'sigma_mu_epsilon': 0.0, 'use_hw': True, 'add_delta_c1': False, 'alpha_nm': 1.0, 'stress_par_host': None, 'stress_par_target': None, 'delta_gamma_tab': None, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.chiou_youngs_2014,ChiouYoungs2014NearFaultEffect,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",1130.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rcdpp', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['vs30', 'vs30measured', 'z1pt0']","
    This implements the Chiou & Youngs (2014) GMPE include the near fault
    effect prediction. In this version, we add the distance measure, rcdpp
    for directivity prediction.
    ","{'self': None, 'region': 'CAL', 'sigma_mu_epsilon': 0.0, 'use_hw': True, 'add_delta_c1': False, 'alpha_nm': 1.0, 'stress_par_host': None, 'stress_par_target': None, 'delta_gamma_tab': None, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.chiou_youngs_2014,ChiouYoungs2014PEER,Average Horizontal (RotD50),['PGA'],1130.0,['Total'],Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['vs30', 'vs30measured', 'z1pt0']","
    This implements the Chiou & Youngs (2014) GMPE for use with the PEER
    tests. In this version the total standard deviation is fixed at 0.65
    ","{'self': None, 'region': 'CAL', 'sigma_mu_epsilon': 0.0, 'use_hw': True, 'add_delta_c1': False, 'alpha_nm': 1.0, 'stress_par_host': None, 'stress_par_target': None, 'delta_gamma_tab': None, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.climent_1994,ClimentEtAl1994,Greater of two horizontal,"['SA', 'PGA']",,['Total'],Active Shallow Crust,[],['rhypo'],['mag'],['vs30'],"
    Implements GMPE developed by Climent, A, W. Taylor, M. Ciudad Real,
    W. Strauch, M. Villagran, A. Dahle, and H. Bungum. Published as a
    NORSAR report: ""Spectral strong motion attenuation in Central Ame-
    rica"", NORSAR Technical Report No. 2-17, 46 pp.
    The original formulation predict PGA (m/s*s) and 5% damped PSV (m/s)
    for the largest component of horizontal ground motion.
    In this implementation:
    Spectral acceleration (SA) values are obtained from PSV ones using
    the following formula :

        SA = [PSV * (2 * pi/ T)]/ratio(SA_larger/SA_geo_mean)
        StdDev.TOTAL=StdDev.TOTAL/sd_ratio(SA_larger/SA_geo_mean)

    The ratio() and sd_ratio() from Beyer and Bommer(2006)
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.derras_2014,DerrasEtAl2014,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'hypo_depth', 'mag']",['vs30'],"
    Implements GMPE developed by:
    B. Derras, P. Y. Bard, F. Cotton (2014) ""Toward fully data driven ground-
    motion prediction models for Europe"", Bulletin of Earthquake Engineering
    12, 495-516

    The GMPE is derived from an artifical neural network approach, and
    therefore does not assume the form of source, path and site scaling that is
    conventionally adopted by GMPEs. Instead the influence of each variable
    is modelled via a hyperbolic tangent-sigmoid function which is then applied
    to the vector of normalised predictor variables. As a consequence the
    expected ground motion for each site is derived from a set of matrix
    products from the respective weighting and bias vectors. This means that
    vectorisation by ctx cannot be achieved and a loop is implemented
    instead.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.derras_2014,DerrasEtAl2014RhypoGermany,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rhypo', 'rjb']","['rake', 'hypo_depth', 'mag', 'width']",['vs30'],"
    Re-calibration of the Derras et al. (2014) GMPE taking hypocentral
    distance as an input and converting to Rjb
    ","{'self': None, 'adjustment_factor': 1.0}",,
openquake.hazardlib.gsim.dowrickrhoades_2005,DowrickRhoades2005Asc,Horizontal,['MMI'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'hypo_depth', 'mag']",['vs30'],"
    Implements IPE developed by D.J. Dowrick and D.A. Rhoades published as
    ""Revised models for attenuation of Modified Mercalli Intensity in
    New Zealand earthquakes"",
    Bulletin of the New Zealand Society for Earthquake Engineering, v.38,
    no. 4, p. 185-214, December 2005.

    URL: http://www.nzsee.org.nz/db/Bulletin/Archive/38(4)0185.pdf
    Last accessed 20 November 2015.

    This class implements the IPE for Active Shallow Crust for different
    faulting types.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.drouet_alpes_2015,DrouetAlpes2015Repi,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['repi'],['mag'],[],"
    Implements GMPE developed by Douet & Cotton (2015) BSSA doi:
    10.1785/0120140240.
    Valid for vs30=800 m/s
    ","{'self': None, 'kwargs': None}",,
