key1,key2,DEFINED_FOR_INTENSITY_MEASURE_COMPONENT,DEFINED_FOR_INTENSITY_MEASURE_TYPES,DEFINED_FOR_REFERENCE_VELOCITY,DEFINED_FOR_STANDARD_DEVIATION_TYPES,DEFINED_FOR_TECTONIC_REGION_TYPE,REQUIRES_ATTRIBUTES,REQUIRES_DISTANCES,REQUIRES_RUPTURE_PARAMETERS,REQUIRES_SITES_PARAMETERS,__doc__,__init__,DEFINED_FOR_REFERENCE_VELOCITy,REQUIRES_IMTS
openquake.hazardlib.gsim.montalva_2016,MontalvaEtAl2016SSlab,Average Horizontal,"['SA', 'PGA']",1000.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rhypo'],"['hypo_depth', 'mag']","['vs30', 'backarc']","
    Adaptation of the Abrahamson et al. (2015) BC Hydro subduction in-slab
    GMPE, calibrated to Chilean strong motion data

    NOTE (August 2018): The original implementation of Montalva et al. (2016)
    was made prior to publication. The final published version of the model
    (Montalva et al. 2017) contains modified coefficients with respect to this
    version. It is strongly recommended to use the Montalva et al. (2017)
    model, however this version is retained for reproducibility of previous
    hazard models using this implementation
    ","{'self': None, 'ergodic': True, 'theta6_adjustment': 0, 'sigma_mu_epsilon': 0.0, 'faba_taper_model': 'Step', 'faba_args': None}",,
openquake.hazardlib.gsim.montalva_2016,MontalvaEtAl2017SSlab,Average Horizontal,"['SA', 'PGA']",1000.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rhypo'],"['hypo_depth', 'mag']","['vs30', 'backarc']","
    Adaptation of the Abrahamson et al. (2015) BC Hydro subduction in-slab
    GMPE, calibrated to Chilean strong motion data
    ","{'self': None, 'ergodic': True, 'theta6_adjustment': 0, 'sigma_mu_epsilon': 0.0, 'faba_taper_model': 'Step', 'faba_args': None}",,
openquake.hazardlib.gsim.montalva_2017,AbrahamsonEtAl2015SSlab,Average Horizontal,"['SA', 'PGA']",1000.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rhypo'],"['hypo_depth', 'mag']","['vs30', 'backarc']","
    Implements the Subduction GMPE developed by Norman Abrahamson, Nicholas
    Gregor and Kofi Addo, otherwise known as the ""BC Hydro"" Model, published
    as ""BC Hydro Ground Motion Prediction Equations For Subduction Earthquakes
    (2013, Earthquake Spectra, in press).
    This implements only the inslab GMPE. For inslab events the source is
    considered to be a point source located at the hypocentre. Therefore
    the hypocentral distance metric is used in place of the rupture distance,
    and the hypocentral depth is used to scale the ground motion by depth
    ","{'self': None, 'ergodic': True, 'theta6_adjustment': 0, 'sigma_mu_epsilon': 0.0, 'faba_taper_model': 'Step', 'faba_args': None}",,
openquake.hazardlib.gsim.montalva_2017,MontalvaEtAl2017SSlab,Average Horizontal,"['SA', 'PGA']",1000.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rhypo'],"['hypo_depth', 'mag']","['vs30', 'backarc']","
    Adaptation of the Abrahamson et al. (2015) BC Hydro subduction in-slab
    GMPE, calibrated to Chilean strong motion data
    ","{'self': None, 'ergodic': True, 'theta6_adjustment': 0, 'sigma_mu_epsilon': 0.0, 'faba_taper_model': 'Step', 'faba_args': None}",,
openquake.hazardlib.gsim.morikawa_fujiwara_2013,MorikawaFujiwara2013SubSlab,Average Horizontal,"['JMA', 'PGV', 'PGA', 'SA']",,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']","['vs30', 'z1pt4', 'xvf']",,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.morikawa_fujiwara_2013,MorikawaFujiwara2013SubSlabNE,Average Horizontal,"['JMA', 'PGV', 'PGA', 'SA']",,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']","['vs30', 'z1pt4', 'xvf']",,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.morikawa_fujiwara_2013,MorikawaFujiwara2013SubSlabSW,Average Horizontal,"['JMA', 'PGV', 'PGA', 'SA']",,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']","['vs30', 'z1pt4', 'xvf']",,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.parker_2020,ParkerEtAl2020SSlab,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,"['region', 'sigma_mu_epsilon', 'm9_basin_termusgs_basin_scaling', 'saturation_region', 'basin']",['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Modifications for subduction slab.
    ","{'self': None, 'region': None, 'saturation_region': None, 'basin': None, 'm9_basin_term': False, 'usgs_basin_scaling': False, 'sigma_mu_epsilon': 0.0}",,
openquake.hazardlib.gsim.parker_2020,ParkerEtAl2020SSlabB,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,"['region', 'sigma_mu_epsilon', 'm9_basin_termusgs_basin_scaling', 'saturation_region', 'basin']",['rrup'],"['hypo_depth', 'mag']","['z2pt5', 'vs30']","
    For Cascadia and Japan where basins are defined (also require z2pt5).
    ","{'self': None, 'region': None, 'saturation_region': None, 'basin': None, 'm9_basin_term': False, 'usgs_basin_scaling': False, 'sigma_mu_epsilon': 0.0}",,
openquake.hazardlib.gsim.phung_2020,PhungEtAl2020SSlab,Average Horizontal,"['SA', 'PGA']",1000.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rrup'],"['ztor', 'mag']","['z1pt0', 'vs30']","
    Implements Phung et al. (2020) for Subduction Intraslab.
    ","{'self': None, 'region': 'jptw'}",,
openquake.hazardlib.gsim.si_2020,SiEtAl2020SSlab,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']","['z2pt5', 'vs30']","
    Implements NGA Subduction model of Si, Midorikawa, Kishida (2020)
    For Intraslab events.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.si_midorikawa_1999,SiMidorikawa1999SSlab,Greater of two horizontal,"['PGV', 'PGA']",,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implements GMPE developed by Hongjun Si and Saburoh Midorikawa (1999) as
    described in ""Technical Reports on National Seismic Hazard Maps for Japan""
    (2009, National Research Institute for Earth Science and Disaster
    Prevention, Japan, pages 148-151).
    This class implements the equations for 'Subduction IntraSlab'
    (that's why the class name ends with 'SSlab').
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.si_midorikawa_1999,SiMidorikawa1999SSlabNorthEastCorrection,Greater of two horizontal,"['PGV', 'PGA']",,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']","['lat', 'lon', 'vs30']","
    Extend :class:`SiMidorikawa1999SSlab` and takes into account
    correction for northeast Japan (i.e. proximity to subduction trench)
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.si_midorikawa_1999,SiMidorikawa1999SSlabSouthWestCorrection,Greater of two horizontal,"['PGV', 'PGA']",,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']","['lat', 'lon', 'vs30']","
    Extend :class:`SiMidorikawa1999SSlab` and takes into account
    correction for southwest Japan (i.e. proximity to volcanic front)
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.skarlatoudis_2013,SkarlatoudisEtAlSSlab2013,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rhypo'],"['hypo_depth', 'mag']","['vs30', 'backarc']","
    Implements GMPEs developed by A.A.Skarlatoudis, C.B.Papazachos,
    B.N.Margaris, C.Ventouzi, I.Kalogeras and EGELADOS group published as
    ""Ground-Motion Prediction Equations of Intermediate-Depth Earthquakes in
    the Hellenic Arc, Southern Aegean Subduction Area“,
    Bull Seism Soc Am, DOI 10.1785/0120120265
    SA are given up to 4 s.
    The regressions are developed considering the RotD50 (Boore, 2010) of the
    as-recorded horizontal components
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.skarlatoudis_2013,SkarlatoudisEtAlSSlab2013_scaled,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rhypo'],"['hypo_depth', 'mag']","['vs30', 'backarc']","
    Implements GMPEs developed by A.A.Skarlatoudis, C.B.Papazachos,
    B.N.Margaris, C.Ventouzi, I.Kalogeras and EGELADOS group published as
    ""Ground-Motion Prediction Equations of Intermediate-Depth Earthquakes in
    the Hellenic Arc, Southern Aegean Subduction Area“,
    Bull Seism Soc Am, DOI 10.1785/0120120265
    
    Application of a scaling factor that converts the prediction of
    SkarlatoudisEtAlSSlab2013 to the corresponding
    prediction for the Maximum value.    
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.youngs_1997,YoungsEtAl1997GSCSSlabBest,Average Horizontal,"['SA', 'PGA']",800.0,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implement modification to :class:`YoungsEtAl1997SSlab` as defined by GSC
    (Geological Survey of Canada) for the 2010 Western Canada Model.
    Includes adjustement for firm ground. The model is associated to the 'Best'
    case, that is mean value unaffected.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.youngs_1997,YoungsEtAl1997GSCSSlabLowerLimit,Average Horizontal,"['SA', 'PGA']",800.0,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implement modification to :class:`YoungsEtAl1997SSlab` as defined by GSC
    (Geological Survey of Canada) for the 2010 Western Canada Model.
    Includes adjustement for firm ground. The model is associated to the 'Lower
    Limit' case, that is mean value minus 0.7 natural logarithm.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.youngs_1997,YoungsEtAl1997GSCSSlabUpperLimit,Average Horizontal,"['SA', 'PGA']",800.0,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implement modification to :class:`YoungsEtAl1997SSlab` as defined by GSC
    (Geological Survey of Canada) for the 2010 Western Canada Model.
    Includes adjustement for firm ground. The model is associated to the 'Upper
    Limit' case, that is mean value plus 0.7 natural logarithm.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.youngs_1997,YoungsEtAl1997SSlab,Average Horizontal,"['SA', 'PGA']",800.0,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implements GMPE developed by R.R Youngs, S-J, Chiou, W.J. Silva, J.R.
    Humphrey and published as ""Strong Ground Motion Attenuation Relationships
    for Subduction Zone Earthquakes"" (Seismological Research Letters Volume 68,
    No. 1, pages 58-73, 1997).
    This class implements the equations for 'Subduction IntraSlab' (that's why
    the class name ends with 'SSlab').
    Mean value for SA at 4 s on rock (not originally supported) is obtained
    from mean value at 3 s divided by a factor equal to 0.399
    (scaling factor computed in the context of the SHARE project obtained as
    average ratio between median values at 4 and 3 seconds as predicted by
    SHARE subduction GMPEs).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.zhang_zhao_2005,Zhang_Zhao2005SSlab,Horizontal,['LSD'],,['Total'],Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']","['D50_15', 'slope', 'T_15', 'freeface_ratio', 'F_15']","
    Implements the GMPE of Zhang and Zhao. (2005) for Permanent ground
    deformation (m) from lateral spread
    Zhang, J., & Zhao, J. X. (2005). Empirical models for estimating
    liquefaction-induced lateral spread displacement. Soil Dynamics and
    Earthquake Engineering, 25(6), 439-450. This model is based on Sadigh et
    al. (1997) and Young et al. (1997) models
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.zhao_2006,ZhaoEtAl2006SSlab,Average Horizontal,"['SA', 'PGA']",800.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implements GMPE developed by John X. Zhao et al and published as
    ""Attenuation Relations of Strong Ground Motion in Japan Using Site
    Classification Based on Predominant Period"" (2006, Bulletin of the
    Seismological Society of America, Volume 96, No. 3, pages
    898-913). This class implements the equations for 'Subduction
    Slab'. (that's why the class name ends with 'SSlab'). This class
    extends the
    :class:`openquake.hazardlib.gsim.zhao_2006.ZhaoEtAl2006Asc`
    because the equation for subduction slab is obtained from the
    equation for active shallow crust, by removing the faulting style
    term and adding subduction slab terms.
    ","{'self': None, 'cb14_basin_term': False, 'm9_basin_term': False}",,
openquake.hazardlib.gsim.zhao_2006,ZhaoEtAl2006SSlabCascadia,Average Horizontal,"['SA', 'PGA']",800.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implements GMPE developed by John X. Zhao et al modified
    by the Japan/Cascadia site factors as proposed by Atkinson, G. M.
    (2012). White paper on proposed ground-motion prediction equations
    (GMPEs) for 2015 National Seismic Hazard Maps Final Version,
    Nov. 2012, 50 pp. This class extends the
    :class:`openquake.hazardlib.gsim.zhao_2006.ZhaoEtAl2006Asc`
    because the equation for subduction slab is obtained from the
    equation for active shallow crust, by removing the faulting style
    term and adding subduction slab terms.
    ","{'self': None, 'cb14_basin_term': False, 'm9_basin_term': False}",,
openquake.hazardlib.gsim.zhao_2006,ZhaoEtAl2006SSlabNSHMP2014,Average Horizontal,"['SA', 'PGA']",800.0,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    For the 2014 US National Seismic Hazard Maps the magnitude of Zhao et al.
    (2006) for the subduction inslab events is capped at magnitude Mw 7.8
    ","{'self': None, 'cb14_basin_term': False, 'm9_basin_term': False}",,
openquake.hazardlib.gsim.zhao_2016,ZhaoEtAl2016SSlab,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],"['rrup', 'rvolc']","['ztor', 'mag']",['vs30'],"
    Implements the subduction slab GMPE of Zhao et al (2016c)

    Zhao, J. X., Jiang, F., Shi, P., Xing, H., Huang, H., Hou, R.,
    Zhang, Y., Yu, P., Lan, X., Rhoades, D. A., Somerville, P. G., Irikura, K.,
    Fukushima, Y. (2016c), ""Ground-Motion Prediction Equations for
    Subduction Slab Earthquakes in Japan Using Site Class and Simple
    Geometric Attenuation Functions"", Bulletin of the Seismological
    Society of America, 106(4), 1535-1551

    Main version with standard deviations independent of site term
    ","{'self': None, 'volc_arc_file': None}",,
openquake.hazardlib.gsim.zhao_2016,ZhaoEtAl2016SSlabPErg,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],"['clat', 'rrup', 'clon', 'rvolc']","['hypo_depth', 'hypo_lon', 'mag', 'strike', 'rake', 'ztor', 'hypo_lat', 'dip']","['lat', 'lon', 'vs30']","
    Implements the subduction in-slab GMPE of Zhao et al (2016c) with
    non-ergodic path correction for propagation through volcanic regions.

    Zhao, J. X., Jiang, F., Shi, P., Xing, H., Huang, H., Hou, R.,
    Zhang, Y., Yu, P., Lan, X., Rhoades, D. A., Somerville, P. G., Irikura, K.,
    Fukushima, Y. (2016c), ""Ground-Motion Prediction Equations for
    Subduction Slab Earthquakes in Japan Using Site Class and Simple
    Geometric Attenuation Functions"", Bulletin of the Seismological
    Society of America, 106(4), 1535-1551

    Main version with standard deviations independent of site term
    ","{'self': None, 'volc_arc_file': None}",,
openquake.hazardlib.gsim.zhao_2016,ZhaoEtAl2016SSlabSiteSigma,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Subduction IntraSlab,[],"['rrup', 'rvolc']","['ztor', 'mag']",['vs30'],"
    Subclass of the Zhao et al. (2016c) subduction in-slab GMPE for the
    case of site-dependent within-event variability
    ","{'self': None, 'volc_arc_file': None}",,
